instance,num_var,velox_energy,cplex_energy,gap,runtime,load_time
randomIsingDWaveZephyr_11_dense_4.h5,4048,-3134.6106,-2844.7695,-10.1885605,0.037376614,0.162359787
randomIsingDWaveZephyr_11_dense_5.h5,4048,-3142.8877,-2891.194,-8.705524,0.037392623,0.163524941
randomIsingDWaveZephyr_11_dense_6.h5,4048,-3183.8274,-3000.8455,-6.097679,0.038803731,0.163760101
randomIsingDWaveZephyr_11_dense_7.h5,4048,-3150.4949,-3037.3855,-3.723906,0.037414025,0.162181522
randomIsingDWaveZephyr_11_dense_8.h5,4048,-3138.5496,-2852.775,-10.017427,0.03738868,0.161790613
randomIsingDWaveZephyr_11_dense_9.h5,4048,-3120.1147,-3025.7798,-3.1177073,0.037393154,0.161756057
randomIsingDWaveZephyr_12_dense_1.h5,4800,-3707.936,-3384.012,-9.572191,0.06516506,0.222663931
randomIsingDWaveZephyr_12_dense_10.h5,4800,-3721.1545,-3461.1501,-7.5120807,0.05223064,0.223437141
randomIsingDWaveZephyr_12_dense_11.h5,4800,-3674.1433,-3621.282,-1.4597408,0.051817454,0.223588338
randomIsingDWaveZephyr_12_dense_12.h5,4800,-3744.505,-3430.775,-9.144581,0.05182684,0.224179658
randomIsingDWaveZephyr_12_dense_13.h5,4800,-3737.3235,-3621.3582,-3.2022607,0.053601585,0.225052416
randomIsingDWaveZephyr_12_dense_14.h5,4800,-3683.0334,-3406.788,-8.108675,0.051825833,0.223799415
randomIsingDWaveZephyr_12_dense_15.h5,4800,-3716.6467,-3542.9744,-4.9018803,0.0517674,0.224235458
randomIsingDWaveZephyr_12_dense_16.h5,4800,-3785.133,-3489.72,-8.465238,0.051723001,0.223205973
randomIsingDWaveZephyr_12_dense_17.h5,4800,-3707.7146,-3335.034,-11.174719,0.051785734,0.224906522
randomIsingDWaveZephyr_12_dense_18.h5,4800,-3771.9248,-3497.5793,-7.843867,0.051847876,0.223398872
randomIsingDWaveZephyr_12_dense_19.h5,4800,-3730.828,-3337.7075,-11.778155,0.051740916,0.224445761
randomIsingDWaveZephyr_12_dense_2.h5,4800,-3745.4622,-3510.633,-6.689081,0.054055827,0.22462603
randomIsingDWaveZephyr_12_dense_20.h5,4800,-3769.2354,-3507.5188,-7.4615865,0.051802766,0.223950446
randomIsingDWaveZephyr_12_dense_3.h5,4800,-3715.4016,-3610.8765,-2.8947306,0.051733907,0.223654571
randomIsingDWaveZephyr_12_dense_4.h5,4800,-3722.0032,-3500.4102,-6.3304873,0.05174113,0.223283078
randomIsingDWaveZephyr_12_dense_5.h5,4800,-3653.859,-3405.1091,-7.305192,0.051787941,0.224292435
randomIsingDWaveZephyr_12_dense_6.h5,4800,-3771.0635,-3428.3274,-9.997181,0.05172285,0.223203834
randomIsingDWaveZephyr_12_dense_7.h5,4800,-3709.0183,-3449.9036,-7.5107822,0.051769693,0.223439365
randomIsingDWaveZephyr_12_dense_8.h5,4800,-3668.4077,-3400.1855,-7.8884563,0.051803403,0.22433986
randomIsingDWaveZephyr_12_dense_9.h5,4800,-3732.4873,-3495.856,-6.76891,0.051844,0.223538111
randomIsingDWaveZephyr_13_dense_1.h5,5616,-4345.1133,-3996.3887,-8.725993,0.069595567,0.312767554
